Name,Position,Team,Current Price,Total Points,Points Per Game,Event Points,Form,Value Form,EP Next,ICT Index,BPS,Penalties Order,Direct Freekick Order,Corners/ Indirect Order,Chance Of Playing,Availability,News,Selected By Percent,Transfers In,Transfers In Event,Transfers Out,Transfers Out Event,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Goals Conceded per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,Influence,Creativity,Threat,In Dreamteam,News Added,ID,Fetched From FPL (London time)
Guéhi,Defender,Crystal Palace,4.5,48,3,1,1.2,0.3,1.2,40.1,284,,,,100,Available,,4.1,608079,2389,378678,10782,1440,0,0,5,22,1.38,0,0,0,1,0,0,6,316,51.9,33,,"Wed Sep 13, 15:30",228,"Tue Dec 19, 16:15:01"
Martinelli,Midfielder,Arsenal,7.7,48,3.2,3,3.4,0.4,3.4,102.9,182,,3,4,100,Available,,6.1,894466,3968,1694355,14460,1089,2,2,5,12,0.99,0,0,0,1,0,0,0,228.4,414.5,391,,"Tue Dec 12, 17:30",12,"Tue Dec 19, 16:15:01"
T.Silva,Defender,Chelsea,5,48,3,8,2.2,0.4,2.2,54.5,320,,,,100,Available,,3.8,333983,10580,286122,3518,1440,1,0,4,24,1.5,0,0,0,2,0,0,5,387.8,77.6,78,,,217,"Tue Dec 19, 16:15:01"
Wilson,Midfielder,Fulham,5.3,48,2.8,2,5.2,1,5.7,53.6,167,3,1,,100,Available,,0.3,35608,2664,30899,1197,917,2,4,3,16,1.57,0,0,0,2,0,0,0,196.8,173.8,167,,,288,"Tue Dec 19, 16:15:01"
Disasi,Defender,Chelsea,4.9,47,3.1,6,1.8,0.4,1.8,42.7,250,,,,100,Available,,4,920840,5595,741653,3965,1326,1,0,4,19,1.29,0,0,0,2,0,0,3,279.8,64.1,82,,"Tue Oct 10, 12:00",611,"Tue Dec 19, 16:15:01"
Iwobi,Midfielder,Fulham,5.3,47,3.1,2,6.6,1.2,7.1,73.4,185,,,,100,Available,,1,95484,14464,75805,3922,994,3,1,3,15,1.36,0,0,0,2,0,0,3,231,244.4,258,,"Sun Aug 20, 22:00",256,"Tue Dec 19, 16:15:01"
Rashford,Midfielder,Man Utd,8.5,47,2.9,0,2.4,0.3,2.9,75.2,132,3,2,,100,Available,,10.8,752307,1849,4257847,11340,1117,2,2,4,17,1.37,0,0,0,2,0,0,0,178.4,205.3,368,,"Wed Dec 13, 16:00",396,"Tue Dec 19, 16:15:01"
Senesi,Defender,Bournemouth,4.4,47,3.1,2,6.6,1.5,6.6,44.4,209,,,,100,Available,,3.8,394762,27684,29892,8267,1025,2,1,3,21,1.84,0,0,0,4,0,0,6,310.4,78.5,53,,,83,"Tue Dec 19, 16:15:01"
Ederson M.,Goalkeeper,Man City,5.5,46,2.9,0,1.8,0.3,0,29.3,261,,,,100,Available,,16.6,1123993,3565,1182239,64226,1440,0,0,4,19,1.19,0,0,0,3,0,29,0,284.8,10,0,,"Fri Dec 15, 18:00",352,"Tue Dec 19, 16:15:01"
Flekken,Goalkeeper,Brentford,4.5,46,2.9,2,2.4,0.5,0,33.9,269,,,,100,Available,,2.9,443091,1701,341445,9274,1395,0,0,3,22,1.42,0,0,0,1,0,42,1,339.6,0,0,,"Sat Nov 4, 19:30",101,"Tue Dec 19, 16:15:01"
Gabriel,Defender,Arsenal,4.9,46,3.1,6,3.4,0.7,3.4,36,234,,,,100,Available,,15.2,1082327,7495,2460000,12268,1194,0,0,5,12,0.9,0,0,0,1,0,0,2,212.8,58.8,88,,"Sat Sep 30, 23:00",5,"Tue Dec 19, 16:15:01"
Raya,Goalkeeper,Arsenal,4.9,46,3.8,6,2.2,0.4,2.2,16.2,203,,,,100,Available,,5.5,603775,6922,574904,8503,1080,0,0,5,11,0.92,0,0,0,0,0,18,2,162.8,0,0,,"Mon Nov 13, 01:00",113,"Tue Dec 19, 16:15:01"
Adebayo,Forward,Luton,4.8,45,2.6,5,3.8,0.8,2.8,41.9,145,2,,,100,Available,,0.9,91817,16476,108940,2154,631,5,0,0,16,2.28,0,0,0,1,0,0,3,157.2,83.2,178,,,314,"Tue Dec 19, 16:15:01"
Areola,Goalkeeper,West Ham,4.2,45,3.2,0,1,0.2,0.5,37.8,243,,,,100,Available,,33.2,2174737,5872,1025913,53509,1260,0,0,1,24,1.71,0,1,0,0,0,49,2,377.2,0,0,,"Thu Dec 7, 23:30",524,"Tue Dec 19, 16:15:02"
Hamer,Midfielder,Sheffield Utd,5,45,2.8,1,2.4,0.5,1.9,63.9,183,,,2,100,Available,,0.2,54303,308,42813,741,1331,2,1,2,33,2.23,0,0,0,4,0,0,2,218.6,309,112,,"Sat Nov 4, 19:30",663,"Tue Dec 19, 16:15:01"
Mudryk,Midfielder,Chelsea,6.3,45,3,3,3,0.5,3,46.2,126,,,3,100,Available,,0.9,108791,964,300433,2579,699,2,3,4,9,1.16,0,0,0,3,0,0,3,134.6,196.8,132,,"Sat Oct 28, 18:00",210,"Tue Dec 19, 16:15:01"
Raúl,Forward,Fulham,5.3,45,2.8,-2,4.8,0.9,0,60.7,154,,,,0,Suspended,Suspended until 31 Dec,2.4,373611,13606,252194,62058,1014,4,0,4,25,2.22,0,0,0,2,1,0,8,205,129.5,281,,"Sat Dec 16, 19:00",558,"Tue Dec 19, 16:15:01"
Udogie,Defender,Spurs,4.8,45,3,5,3.2,0.7,0,57.9,213,,,,0,Suspended,Suspended until 28 Dec,10.1,2545084,4281,1821524,65335,1232,1,2,4,20,1.46,0,0,0,5,1,0,5,277.4,162.8,139,,"Sat Dec 16, 08:00",519,"Tue Dec 19, 16:15:02"
Billing,Midfielder,Bournemouth,5.2,44,2.8,1,2.4,0.5,2.4,66.9,174,,1,,100,Available,,0.4,50215,711,85633,1729,1080,2,2,1,26,2.17,0,0,0,3,0,0,3,259.2,224,187,,"Sun Nov 12, 02:30",63,"Tue Dec 19, 16:15:01"
Diogo J.,Midfielder,Liverpool,7.7,44,3.7,0,0.2,0,0.1,65.5,131,,,,25,Doubtful,Lack of match fitness - 25% chance of playing,1,322681,39,535756,2022,632,4,2,3,5,0.71,0,0,0,1,1,0,2,186.6,154.6,315,,"Sat Nov 25, 19:00",294,"Tue Dec 19, 16:15:01"
Enzo,Midfielder,Chelsea,4.8,44,2.8,1,4.2,0.9,4.2,78.5,197,2,1,,100,Available,,2.9,344472,2594,486002,11105,1253,2,1,4,21,1.51,0,0,1,4,0,0,3,256,281.5,248,,"Sat Oct 28, 18:00",199,"Tue Dec 19, 16:15:01"
G.Jesus,Forward,Arsenal,7.9,44,3.7,9,5.2,0.7,5.2,77.5,143,,,,100,Available,,4.7,757871,49002,599887,7559,744,3,2,5,8,0.97,0,0,0,3,0,0,8,195.8,175.2,405,,"Tue Oct 24, 23:30",8,"Tue Dec 19, 16:15:01"
Tsimikas,Defender,Liverpool,4.9,44,4.9,7,3,0.6,3,42.5,187,,,3,100,Available,,14.5,1842908,9089,365915,21376,628,0,3,4,6,0.86,0,0,0,0,0,0,4,150.6,247.7,26,,,311,"Tue Dec 19, 16:15:01"
Aké,Defender,Man City,5,43,3.3,1,2.2,0.4,0,46.5,205,,,,100,Available,,5.1,700854,3519,735520,13829,825,2,1,1,11,1.2,0,0,0,0,0,0,4,219.8,96.3,149,,"Mon Nov 13, 01:00",342,"Tue Dec 19, 16:15:01"
Amdouni,Forward,Burnley,5.3,43,2.7,2,3.8,0.7,3.3,63.7,124,,,,100,Available,,0.2,69249,1479,63643,876,1149,2,1,3,22,1.72,0,0,0,1,0,0,4,202,144.3,290,,,594,"Tue Dec 19, 16:15:01"
Branthwaite,Defender,Everton,4.1,43,3.1,0,4.2,1,4.2,36.2,241,,,,100,Available,,2.8,373205,9933,130484,4475,1260,0,0,5,15,1.07,0,0,0,5,0,0,5,269.2,41.5,52,,"Sun Dec 10, 19:30",245,"Tue Dec 19, 16:15:01"
Brownhill,Midfielder,Burnley,4.7,43,2.7,2,3,0.6,2.5,62.8,225,,3,4,100,Available,,0.3,46912,873,45908,1805,1229,3,0,1,26,1.9,0,0,0,2,0,0,0,261.2,241.7,122,,,161,"Tue Dec 19, 16:15:01"
Christie,Midfielder,Bournemouth,5,43,2.5,2,3.4,0.7,3.4,73.9,188,,,4,100,Available,,0.1,17268,269,12771,511,1322,0,2,4,26,1.77,0,0,0,1,0,0,3,244.6,291.9,200,,"Sun Aug 6, 23:30",65,"Tue Dec 19, 16:15:01"
Foderingham,Goalkeeper,Sheffield Utd,4.5,43,2.5,2,3.4,0.8,2.9,55.8,313,,,,100,Available,,0.4,36992,860,36793,890,1530,0,0,1,43,2.53,1,0,0,2,0,81,7,557,0,0,,,482,"Tue Dec 19, 16:15:01"
Garner,Midfielder,Everton,4.9,43,2.7,2,2,0.4,2,65.1,196,,4,3,100,Available,,0.1,26810,176,21771,456,1336,1,1,5,19,1.28,0,0,0,3,0,0,2,249.8,297.3,104,,"Fri Dec 8, 02:00",250,"Tue Dec 19, 16:15:01"
Harrison,Midfielder,Everton,5.5,43,3.9,3,2.8,0.5,2.8,49.7,130,,,,100,Available,,0.1,29639,292,21633,786,882,1,3,6,6,0.61,0,0,0,0,0,0,3,180.6,187.6,129,,"Thu Aug 24, 14:00",661,"Tue Dec 19, 16:15:01"
J.Palhinha,Midfielder,Fulham,5,43,3.1,1,2.2,0.4,2.7,48.8,159,,,,100,Available,,0.3,70124,1103,61204,1074,1146,2,1,4,19,1.49,0,0,0,7,0,0,6,301.8,69.2,117,,"Mon Nov 13, 01:00",280,"Tue Dec 19, 16:15:01"
Mateta,Forward,Crystal Palace,4.9,43,3.1,12,4.4,0.9,4.4,41,127,2,,,100,Available,,0.7,113910,28911,86745,1151,533,2,4,2,14,2.36,0,0,0,1,0,0,5,156,116.6,138,,,232,"Tue Dec 19, 16:15:01"
Trafford,Goalkeeper,Burnley,4.5,43,2.5,2,4,0.9,3.5,55.4,332,,,,100,Available,,0.9,57236,1674,71961,1043,1530,0,0,1,36,2.12,0,0,0,1,0,64,2,552.6,0.1,0,,,596,"Tue Dec 19, 16:15:01"
Trossard,Midfielder,Arsenal,6.5,43,3.3,1,1.6,0.2,1.6,60.4,125,,,2,100,Available,,2,288791,545,639338,10008,534,3,1,2,4,0.67,0,0,0,0,0,0,6,175.6,178.2,252,,"Mon Oct 9, 08:30",26,"Tue Dec 19, 16:15:01"
Van de Ven,Defender,Spurs,4.4,43,3.9,0,0,0,0,25.4,227,,,,0,Injured,Hamstring injury - Expected back 14 Jan,1.3,730381,82,670351,5516,945,1,0,4,10,0.95,0,0,0,1,0,0,4,206.6,14,32,,"Mon Nov 6, 23:30",639,"Tue Dec 19, 16:15:02"
Akanji,Defender,Man City,4.9,42,3.2,0,1.2,0.2,0,44.3,222,,,,100,Available,,5.4,1037474,1975,1042574,31468,1081,2,0,3,15,1.25,0,0,0,1,1,0,1,258.6,112.9,71,,"Wed Nov 8, 09:00",341,"Tue Dec 19, 16:15:01"
Archer,Forward,Sheffield Utd,4.6,42,2.8,2,1.8,0.4,1.3,50.7,121,,,,100,Available,,9,1239805,5792,902186,20139,1121,2,1,1,31,2.49,0,0,0,2,0,0,6,142.2,184.4,180,,,33,"Tue Dec 19, 16:15:01"
Awoniyi,Forward,Nottm Forest,6.3,42,4.2,0,0,0,0,46.8,150,,,,0,Injured,Groin Injury - Expected back 24 Feb,1.4,830579,55,844275,2292,664,4,2,2,11,1.49,0,0,0,1,0,0,3,191.2,111.6,167,,"Tue Nov 21, 12:00",437,"Tue Dec 19, 16:15:01"
J.Ayew,Midfielder,Crystal Palace,5.4,42,2.6,0,0.8,0.1,0.8,70.6,127,,,,100,Available,,0.3,89213,408,97683,1047,1309,1,3,5,20,1.38,0,0,0,4,1,0,0,223,199.9,284,,"Sat Dec 9, 15:30",221,"Tue Dec 19, 16:15:01"
Lascelles,Defender,Newcastle,4.2,42,3.5,6,3.8,0.9,4.8,31.8,196,,,,100,Available,,8.2,1023360,18224,230367,6087,1000,1,0,5,13,1.17,0,0,0,4,0,0,3,216.6,34.3,67,,"Thu Dec 7, 23:00",419,"Tue Dec 19, 16:15:01"
Lindelof,Defender,Man Utd,4.5,42,3.5,0,1.4,0.3,0.9,33.4,201,,,,50,Doubtful,Knock - 50% chance of playing,0.4,85981,49,70525,3320,898,1,1,3,10,1,0,0,0,1,0,0,3,199.4,93.7,40,,"Fri Dec 8, 17:00",386,"Tue Dec 19, 16:15:01"
Sarr,Midfielder,Spurs,4.5,42,2.8,2,1.2,0.3,1.2,64.8,199,,,,100,Available,,2.2,575714,2851,479417,6795,997,1,2,6,7,0.63,0,0,0,4,0,0,2,220.6,225.3,199,,"Fri Nov 24, 15:00",513,"Tue Dec 19, 16:15:02"
Janelt,Midfielder,Brentford,5.3,41,2.4,1,2.6,0.5,0,62.2,198,,,,100,Available,,0.1,8841,69,11101,389,1376,0,2,4,17,1.11,0,0,0,3,0,0,1,199.2,294.2,129,,,105,"Tue Dec 19, 16:15:01"
Longstaff,Midfielder,Newcastle,4.9,41,2.9,3,0.8,0.2,1.8,50,161,,,,100,Available,,0.4,151474,315,135552,1097,924,2,2,6,11,1.07,0,0,0,4,0,0,0,200.6,130.1,167,,"Tue Nov 21, 12:00",421,"Tue Dec 19, 16:15:01"
Robinson,Defender,Fulham,4.4,41,2.6,1,4.2,1,4.7,61.7,294,,,,100,Available,,1.2,113122,17029,65324,1455,1405,0,3,4,29,1.86,2,0,0,4,0,0,3,344.6,211.8,59,,"Sat Sep 16, 20:00",283,"Tue Dec 19, 16:15:01"
Schlupp,Midfielder,Crystal Palace,4.9,41,2.7,5,2.2,0.4,2.2,51.2,125,,,,100,Available,,0.1,15008,432,20859,329,1068,1,1,4,14,1.18,0,0,0,0,0,0,1,184.8,157.6,172,,"Sat Oct 7, 21:00",240,"Tue Dec 19, 16:15:01"
Semenyo,Forward,Bournemouth,4.6,41,2.9,1,2.8,0.6,2.8,55.2,127,,,,100,Available,,4,676572,7482,396330,14084,719,3,2,3,13,1.63,0,0,0,2,0,0,4,177.6,122.8,253,,"Sun Aug 6, 23:30",82,"Tue Dec 19, 16:15:01"
Calvert-Lewin,Forward,Everton,5.8,40,3.1,2,2,0.3,2,60.7,101,1,,,100,Available,,1.2,320549,7256,292005,4647,885,3,1,6,11,1.12,0,0,0,1,0,0,3,146,79,391,,"Thu Nov 30, 23:30",246,"Tue Dec 19, 16:15:01"
Collins,Defender,Brentford,4.5,40,3.1,0,0,0,0,42.2,221,,,,100,Available,,0.4,101661,111,96708,1201,1013,1,1,3,17,1.51,0,0,0,2,0,0,3,273.6,47.7,99,,"Tue Nov 21, 12:00",96,"Tue Dec 19, 16:15:01"
De Cordova-Reid,Midfielder,Fulham,5.4,40,2.7,0,1.6,0.3,2.1,36.6,116,,,,100,Available,,0.1,24109,183,28315,303,661,3,1,1,18,2.45,0,0,0,2,0,0,2,140,65.9,165,,,270,"Tue Dec 19, 16:15:01"
José Sá,Goalkeeper,Wolves,5,40,2.7,0,0.8,0.2,0.6,35.1,236,,,,75,Doubtful,Shoulder injury - 75% chance of playing,1.3,159012,623,165632,3867,1282,0,0,1,26,1.83,0,0,0,1,0,47,4,350.4,0,0,,"Mon Dec 18, 00:00",569,"Tue Dec 19, 16:15:02"
Koleosho,Midfielder,Burnley,4.9,40,2.7,0,3,0.6,0,44.5,80,,,,0,Injured,Knee injury - Expected back 19 May,0.1,42388,26,39909,612,972,1,2,3,23,2.13,0,0,0,0,0,0,0,86.8,147.9,213,,"Wed Dec 6, 07:30",605,"Tue Dec 19, 16:15:01"
Boly,Defender,Nottm Forest,4.5,39,3,1,0.8,0.2,0.8,53.4,196,,,,100,Available,,0.6,122311,408,96777,1259,969,1,0,3,15,1.39,0,0,0,1,0,0,3,313,59.1,161,,"Sat Dec 2, 21:00",439,"Tue Dec 19, 16:15:01"
Castagne,Defender,Fulham,4.5,39,2.8,2,3,0.7,3.5,38.3,209,,,,100,Available,,0.7,126187,7621,69489,985,1082,0,0,4,16,1.33,0,0,0,1,0,0,3,181.6,134.3,67,,,688,"Tue Dec 19, 16:15:01"
Joelinton,Midfielder,Newcastle,5.8,39,2.8,1,3.4,0.6,3.3,63.4,167,3,,,75,Doubtful,Hamstring injury - 75% chance of playing,0.7,72575,1388,118004,6867,1033,2,1,3,16,1.39,0,0,0,4,0,0,3,228.2,245.3,161,,"Sat Dec 16, 19:00",416,"Tue Dec 19, 16:15:01"
March,Midfielder,Brighton,6.1,39,5.6,0,0,0,0,46.4,134,,3,2,0,Injured,Knee injury - Unknown return date,2.3,1021388,21,1225644,2004,555,3,1,2,11,1.78,0,0,0,1,0,0,6,197.4,126.5,139,,"Sat Oct 21, 17:30",140,"Tue Dec 19, 16:15:01"
Nørgaard,Midfielder,Brentford,5.4,39,2.4,1,1.2,0.2,0,70.1,226,,,,100,Available,,0.1,19081,65,23570,349,1390,1,1,3,22,1.42,0,0,0,6,0,0,2,283.4,225.6,190,,"Sat Dec 2, 18:00",110,"Tue Dec 19, 16:15:01"
Antonio,Forward,West Ham,5.7,38,3.2,0,0,0,-0.1,36.4,116,,,,25,Doubtful,Knee injury - 25% chance of playing,1.9,659136,127,770625,4009,812,2,2,4,13,1.44,0,0,0,2,0,0,4,142.8,86.9,138,,"Tue Nov 21, 12:00",523,"Tue Dec 19, 16:15:02"
Cairney,Midfielder,Fulham,4.9,38,2.5,2,5,1,5.5,34.7,161,,,,100,Available,,0.1,7297,1119,2512,323,554,1,4,2,9,1.46,0,0,0,0,0,0,0,137.6,123.5,84,,"Thu Aug 31, 02:00",268,"Tue Dec 19, 16:15:01"
Lemina,Midfielder,Wolves,4.9,38,2.5,2,1.4,0.3,1.4,57.4,205,,,,100,Available,,0.1,21374,68,17039,623,1291,2,0,2,24,1.67,0,0,0,6,1,0,5,243.6,92,236,,"Thu Nov 23, 20:00",565,"Tue Dec 19, 16:15:02"
Toffolo,Defender,Nottm Forest,4.4,38,3.5,0,2,0.5,2,60.4,175,,,1,100,Available,,0.2,27344,404,14468,1072,832,1,3,2,18,1.95,0,0,0,2,0,0,3,244.4,199.4,161,,"Sun Nov 5, 22:00",465,"Tue Dec 19, 16:15:01"
Tomiyasu,Defender,Arsenal,4.5,38,3.2,0,3.6,0.8,0,23.3,134,,,,0,Injured,Calf injury - Unknown return date,0.4,79023,23,76234,3018,583,1,1,3,4,0.62,0,0,0,0,1,0,3,124.4,54,57,,"Sat Dec 2, 18:30",25,"Tue Dec 19, 16:15:01"
Zouma,Defender,West Ham,4.5,38,2.5,5,1.8,0.4,1.3,40.1,217,,,,100,Available,,1.7,256566,1751,202084,2306,1323,1,0,2,25,1.7,0,0,0,2,0,0,4,271,16.9,113,,"Thu Nov 2, 11:00",544,"Tue Dec 19, 16:15:02"
Doughty,Defender,Luton,4.4,37,2.3,4,2.8,0.6,1.8,72,194,,2,1,100,Available,,0.3,42065,1036,34381,1019,1147,0,4,0,24,1.88,0,0,0,3,0,0,5,224.6,422.5,73,,"Sat Dec 2, 19:00",321,"Tue Dec 19, 16:15:01"
Eze,Midfielder,Crystal Palace,6,37,3.4,1,0.4,0.1,0.4,81.3,150,1,1,1,100,Available,,2.8,567393,2224,1820721,2321,798,2,2,3,10,1.13,0,0,0,2,0,0,1,224.4,332.2,256,,"Sat Nov 25, 19:00",226,"Tue Dec 19, 16:15:01"
Gilmour,Midfielder,Brighton,4.9,37,2.3,1,1.4,0.3,1.4,51.5,191,,,3,100,Available,,0.4,82066,170,64621,1089,1005,0,3,2,20,1.79,0,0,0,4,0,0,4,150.6,292.5,72,,,133,"Tue Dec 19, 16:15:01"
Grealish,Midfielder,Man City,7.2,37,3.7,8,4.6,0.6,0,57,144,,,,100,Available,,1.7,102780,4513,492692,4047,543,3,1,2,8,1.33,0,0,0,4,0,0,6,191.2,197.2,181,,"Fri Dec 15, 18:00",354,"Tue Dec 19, 16:15:01"
Kaminski,Goalkeeper,Luton,4.5,37,2.2,3,2,0.4,1,48.3,266,,,,100,Available,,0.3,45067,543,37383,1274,1530,0,0,0,33,1.94,0,0,0,3,0,65,1,483.6,0,0,,,614,"Tue Dec 19, 16:15:01"
Brown,Forward,Luton,4.9,36,2.2,2,3.6,0.7,2.6,39.5,103,,,,100,Available,,0.2,29019,488,24724,648,867,2,1,0,23,2.39,0,0,0,3,0,0,3,129.6,78.9,195,,,631,"Tue Dec 19, 16:15:01"
Johnson,Midfielder,Spurs,5.8,36,2.6,1,2.6,0.4,2,58,110,,,,75,Doubtful,Head injury - 75% chance of playing,0.6,83818,249,91413,7354,831,1,2,2,15,1.62,0,0,0,1,0,0,1,141.4,165.6,273,,"Sat Dec 16, 08:00",450,"Tue Dec 19, 16:15:01"
Maguire,Defender,Man Utd,4.3,36,3.3,0,2.6,0.6,0,32,173,,,,0,Injured,Groin Injury - Unknown return date,2.4,415002,316,231362,46265,836,0,2,3,12,1.29,0,0,0,1,0,0,2,218.8,39.4,60,,"Tue Dec 12, 23:30",387,"Tue Dec 19, 16:15:01"
Mangala,Midfielder,Nottm Forest,5,36,2.2,2,2,0.4,2,29.2,171,,,,100,Available,,0,3418,62,3783,114,1354,1,0,3,27,1.79,0,0,0,4,0,0,0,185.2,80.3,27,,"Sat Oct 7, 21:00",453,"Tue Dec 19, 16:15:01"
Ward,Defender,Crystal Palace,4.5,36,2.2,1,1.8,0.4,1.4,31.9,198,,,,75,Doubtful,Hamstring injury - 75% chance of playing,0.3,33369,98,32868,1377,1332,0,1,4,23,1.55,1,0,0,4,0,0,0,219.6,69.4,31,,"Sat Dec 16, 19:00",242,"Tue Dec 19, 16:15:01"
Wood,Forward,Nottm Forest,4.9,36,2.4,1,1.4,0.3,1.4,46,122,,,,100,Available,,0.6,122518,554,125269,2360,458,3,0,1,9,1.77,0,0,0,0,0,0,5,140.4,114.2,206,,"Mon Dec 4, 17:00",468,"Tue Dec 19, 16:15:01"
Garnacho,Midfielder,Man Utd,4.8,35,2.3,3,3.8,0.8,4.3,65.4,95,,,,100,Available,,2.6,320475,4471,311549,11401,798,1,1,5,9,1.02,0,0,0,2,0,0,0,114.2,207,338,,,382,"Tue Dec 19, 16:15:01"
Maupay,Forward,Brentford,4.9,35,2.5,0,2.6,0.5,0,62.5,107,,,,100,Available,,1.3,171391,1765,165207,8192,682,2,2,2,14,1.85,0,0,0,3,0,0,4,148.4,130.7,348,,"Fri Sep 22, 16:30",258,"Tue Dec 19, 16:15:01"
McAtee,Midfielder,Sheffield Utd,4.4,35,2.5,1,2.8,0.6,2.3,44.6,107,,2,,100,Available,,1,159412,2388,66580,5914,898,1,2,2,28,2.81,0,0,0,2,0,0,0,139.6,158.4,148,,,360,"Tue Dec 19, 16:15:01"
Rúben,Defender,Man City,5.5,35,2.3,1,1.6,0.3,0,48.6,225,,,,100,Available,,7.1,576059,4027,665649,17785,1275,0,0,3,18,1.27,1,0,0,0,0,0,1,279.8,100.5,104,,,350,"Tue Dec 19, 16:15:01"
Zabarnyi,Defender,Bournemouth,4.4,35,2.1,2,3.2,0.7,3.2,32.6,270,,,,100,Available,,0.2,25418,345,19617,936,1530,0,0,4,31,1.82,0,0,0,3,0,0,0,289.4,11.3,26,,,89,"Tue Dec 19, 16:15:01"
Foster,Forward,Burnley,4.8,34,4.2,1,0.2,0,-0.3,40.9,107,,,,100,Available,,0.6,257556,868,245929,1254,654,3,2,1,19,2.61,0,0,0,0,1,0,4,173.2,83.4,153,,"Sat Oct 28, 20:00",168,"Tue Dec 19, 16:15:01"
Ogbene,Forward,Luton,4.9,34,2.1,1,1.6,0.3,0.6,44.4,152,,,,100,Available,,0.2,19470,183,21196,596,967,1,1,1,18,1.68,0,0,0,0,0,0,2,152.6,149.9,141,,"Tue Nov 21, 13:00",328,"Tue Dec 19, 16:15:01"
Onana,Midfielder,Everton,4.7,34,2.6,11,2.4,0.5,2.4,46.4,164,,,,100,Available,,0.2,15318,1109,27132,174,1055,1,0,3,14,1.19,0,0,0,1,0,0,3,156.4,140.8,165,,"Fri Nov 17, 13:30",261,"Tue Dec 19, 16:15:01"
Ream,Defender,Fulham,4.5,34,2.6,0,0,0,0,29.2,198,,,,0,Injured,Calf injury - Expected back 13 Jan,1,269961,17,235366,13146,1143,1,0,3,24,1.89,0,0,0,2,1,0,4,231.4,15.9,45,,"Thu Dec 14, 16:00",281,"Tue Dec 19, 16:15:01"
Berge,Midfielder,Burnley,4.7,33,1.9,2,2,0.4,1.5,43.2,160,,,,100,Available,,0.1,10088,58,17882,267,1237,0,1,1,29,2.11,0,0,0,3,0,0,2,191.4,161.9,78,,,475,"Tue Dec 19, 16:15:01"
Emerson,Defender,West Ham,4.5,33,2.1,7,2.4,0.5,1.9,51.3,219,,,,100,Available,,0.7,106277,1506,87933,1018,1395,0,2,2,26,1.68,0,0,0,7,0,0,3,245.8,208,59,,"Sun Oct 22, 21:00",532,"Tue Dec 19, 16:15:02"
Kerkez,Defender,Bournemouth,4.4,33,2.1,2,4,0.9,4,32.1,168,,,,100,Available,,0.4,34683,1265,25860,1070,1250,0,1,3,27,1.94,1,0,0,2,0,0,1,187,104.1,30,,,595,"Tue Dec 19, 16:15:01"
Konaté,Defender,Liverpool,4.9,33,2.8,6,2.6,0.5,2.6,28.8,169,,,,100,Available,,1.5,212788,2398,251659,2060,701,0,0,4,7,0.9,0,0,0,2,0,0,0,172.6,55.8,60,,"Mon Nov 13, 01:00",302,"Tue Dec 19, 16:15:01"
N.Aguerd,Defender,West Ham,4.5,33,2.1,6,2.2,0.5,1.7,49.6,210,,,,100,Available,,0.9,107240,1161,91397,1439,1416,1,0,2,29,1.84,0,0,0,1,1,0,0,332,41.6,121,,"Sun Aug 20, 22:00",522,"Tue Dec 19, 16:15:02"
Patterson,Defender,Everton,4.4,33,2.2,7,2.6,0.6,2.6,30.5,158,,,,100,Available,,0.2,20049,700,26674,205,703,0,2,2,11,1.41,0,0,0,1,0,0,3,170.4,111.3,22,,,262,"Tue Dec 19, 16:15:01"
Gvardiol,Defender,Man City,4.9,32,2.5,1,1,0.2,0,44.8,195,,,,100,Available,,3.5,568133,1446,616969,10530,1065,0,0,3,14,1.18,0,0,0,2,0,0,1,193,139.4,115,,,616,"Tue Dec 19, 16:15:01"
Kilman,Defender,Wolves,4.5,32,1.9,1,2,0.4,2,54.7,253,,,,100,Available,,0.7,85863,412,90203,1730,1530,0,0,2,29,1.71,0,0,0,3,0,0,2,341.4,125.5,79,,,563,"Tue Dec 19, 16:15:02"
Kluivert,Midfielder,Bournemouth,4.6,32,2.3,2,3.8,0.8,3.8,34.1,68,,,,100,Available,,0.4,48378,1411,52304,2188,762,1,0,4,10,1.18,0,0,0,1,0,0,2,85,103.3,152,,,72,"Tue Dec 19, 16:15:01"
Rodriguez,Forward,Burnley,5.3,32,2.7,1,4.6,0.9,4.1,37.8,94,1,,,100,Available,,0.4,44151,2706,40717,1660,670,2,1,1,14,1.88,0,0,0,0,0,0,3,128.6,49.6,206,,,177,"Tue Dec 19, 16:15:01"
Sarabia,Midfielder,Wolves,4.7,32,3.2,2,2.4,0.5,2.4,55.8,123,,2,1,100,Available,,0.2,36949,554,32047,1038,453,1,3,2,5,0.99,0,0,0,1,0,0,3,162,288.6,106,,,570,"Tue Dec 19, 16:15:02"
Turner,Goalkeeper,Nottm Forest,3.9,32,2.7,2,1,0.3,1,25.3,203,,,,100,Available,,12.4,996204,12695,1058504,7576,1080,0,0,2,18,1.5,0,0,0,1,0,39,0,253.6,0,0,,,28,"Tue Dec 19, 16:15:01"
Bogle,Defender,Sheffield Utd,4.5,31,2.2,1,1.2,0.3,0.7,29.4,132,,,,100,Available,,0.1,20168,511,15410,483,1037,1,2,2,26,2.26,0,0,0,4,0,0,0,161.6,50.3,82,,"Fri Aug 4, 11:00",476,"Tue Dec 19, 16:15:01"
